ID,StartTime,Mode,ONodeID,DNodeID
426,38576,0,65438,170808
427,30608,0,65445,170808
428,33454,0,170812,170808
429,37757,0,132724,170808
430,30137,0,129276,170808
431,36065,0,37061,170808
432,35344,0,37248,170808
433,34981,0,37095,170808
434,34044,0,36596,170808
435,35315,0,33654,170808
436,35142,0,37104,170808
437,35707,0,33561,170808
438,36681,0,129956,170808
439,35835,0,36681,170808
440,30054,0,129790,170808
441,34454,0,37112,170808
442,30745,0,130074,170808
443,37391,0,129989,170808
444,32807,0,132737,170808
445,34037,0,37326,170808
446,38576,0,125233,170808
447,37779,0,130130,170808
448,36329,0,129864,170808
449,35045,0,129912,170808
450,36495,0,37094,170808
451,35711,0,129994,170808
452,35728,0,130074,170808
453,33807,0,125184,170808
454,38753,0,36702,170808
455,31534,0,37050,170808
456,35299,0,37219,170808
457,36503,0,38483,170808
458,32285,0,129829,170808
459,36255,0,129967,170808
460,36317,0,37252,170808
461,37996,0,37165,170808
462,31856,0,130110,170808
463,33457,0,36683,170808
464,30204,0,164270,170808
465,36978,0,129907,170808
466,34940,0,130089,170808
467,36475,0,65894,170808
468,36672,0,33626,170808
469,33301,0,129269,170808
470,32701,0,37121,170808
471,38349,0,36671,170808
472,33041,0,130128,170808
473,33459,0,132661,170808
474,34875,0,37059,170808
475,37359,0,130099,170808
476,33225,0,130017,170808
477,30754,0,65441,170808
478,35858,0,149652,170808
479,32995,0,130139,170808
480,31398,0,38463,170808
481,32217,0,37049,170808
482,32056,0,37182,170808
483,33145,0,130018,170808
484,30831,0,37111,170808
485,37765,0,132673,170808
486,38933,0,36639,170808
487,34513,0,36690,170808
488,32342,0,36696,170808
489,31995,0,129893,170808
490,33573,0,37257,170808
491,35883,0,65455,170808
492,33535,0,125357,170808
493,36956,0,125235,170808
494,36345,0,129825,170808
495,34714,0,38476,170808
496,38896,0,174471,170808
497,37804,0,172145,170808
498,31179,0,169937,170808
499,30213,0,129958,170808
500,34502,0,129956,170808
501,34374,0,130029,170808
502,34919,0,174471,170808
503,36736,0,37215,170808
504,30557,0,165861,170808
505,37008,0,176015,170808
506,36899,0,132715,170808
507,31702,0,36707,170808
508,38155,0,65437,170808
509,37031,0,129817,170808
510,38323,0,37260,170808
511,36580,0,129874,170808
512,37457,0,132695,170808
513,35412,0,37059,170808
514,35778,0,37105,170808
515,38437,0,36683,170808
516,30075,0,36696,170808
517,31486,0,132685,170808
518,34930,0,129798,170808
519,32755,0,130052,170808
520,37267,0,129959,170808
521,36477,0,129977,170808
522,33068,0,129995,170808
523,33271,0,129859,170808
524,34661,0,130144,170808
525,37176,0,37256,170808
526,33364,0,129832,170808
527,36307,0,176015,170808
528,32109,0,33564,170808
529,31366,0,132645,170808
530,33761,0,129877,170808
531,31749,0,162409,170808
532,30650,0,65443,170808
533,37376,0,37186,170808
534,32254,0,65454,170808
535,30181,0,129792,170808
536,30086,0,129962,170808
537,31853,0,37136,170808
538,34094,0,37334,170808
539,37898,0,125235,170808
540,36799,0,132660,170808
541,35808,0,130059,170808
542,36731,0,125184,170808
543,30429,0,125359,170808
544,37902,0,129852,170808
545,34965,0,132752,170808
546,36463,0,36653,170808
547,33516,0,129953,170808
548,31715,0,172509,170808
549,38047,0,37163,170808
550,32468,0,33623,170808
551,30259,0,129822,170808
552,33075,0,38486,170808
553,37227,0,129802,170808
554,33224,0,37086,170808
555,30301,0,36647,170808
556,34038,0,130014,170808
557,36222,0,65897,170808
558,35420,0,132721,170808
559,30559,0,132657,170808
560,32532,0,36649,170808
561,37418,0,132664,170808
562,38833,0,36648,170808
563,31854,0,128844,170808
564,36248,0,118012,170808
565,33217,0,130119,170808
566,34564,0,37266,170808
567,32051,0,33587,170808
568,30461,0,129804,170808
569,36643,0,125214,170808
570,36219,0,65449,170808
571,37902,0,37159,170808
572,30881,0,37198,170808
573,38932,0,118001,170808
574,35604,0,37260,170808
575,37153,0,130128,170808
576,33521,0,37253,170808
577,36299,0,132737,170808
578,33765,0,129820,170808
579,38954,0,36706,170808
580,38007,0,556,170808
581,35982,0,129840,170808
582,31021,0,129797,170808
583,38018,0,37141,170808
584,32670,0,130120,170808
585,31820,0,37207,170808
586,32028,0,33641,170808
587,33353,0,130104,170808
588,32898,0,33593,170808
589,30681,0,37209,170808
590,33942,0,147723,170808
591,31726,0,130017,170808
592,33767,0,170464,170808
593,38520,0,65893,170808
594,37435,0,37252,170808
595,32361,0,65449,170808
596,37603,0,36587,170808
597,37485,0,129957,170808
598,33370,0,129981,170808
599,38696,0,38464,170808
600,34097,0,65448,170808
601,34793,0,130152,170808
602,37612,0,36703,170808
603,32228,0,129946,170808
604,30024,0,132727,170808
605,38568,0,65440,170808
606,36984,0,170473,170808
607,33080,0,164259,170808
608,32616,0,118003,170808
609,32578,0,132666,170808
610,30488,0,36595,170808
611,38079,0,172311,170808
612,31114,0,162408,170808
613,30828,0,2644,170808
614,37302,0,128864,170808
615,36493,0,37105,170808
616,36013,0,129890,170808
617,37663,0,129273,170808
618,31274,0,132689,170808
619,33059,0,36692,170808
620,31481,0,129884,170808
621,33373,0,130120,170808
622,36938,0,37200,170808
623,35563,0,37109,170808
624,36191,0,37145,170808
625,34750,0,129900,170808
626,30725,0,132659,170808
627,30066,0,129846,170808
628,34752,0,166036,170808
629,35951,0,36611,170808
630,34290,0,37189,170808
631,31775,0,130089,170808
632,33854,0,129830,170808
633,32667,0,130112,170808
634,34183,0,132642,170808
635,35188,0,130031,170808
636,37805,0,129991,170808
637,37083,0,132677,170808
638,34920,0,37222,170808
639,35739,0,564,170808
640,38377,0,129914,170808
641,35256,0,129802,170808
642,35250,0,151890,170808
643,31577,0,130029,170808
644,35648,0,65430,170808
645,34957,0,33659,170808
646,37666,0,37101,170808
647,32817,0,129945,170808
648,38002,0,130009,170808
649,34965,0,118022,170808
650,33963,0,125358,170808
651,38416,0,132724,170808
652,32520,0,37216,170808
653,30664,0,132676,170808
654,36098,0,172305,170808
655,36604,0,132648,170808
656,38608,0,36617,170808
657,31849,0,129270,170808
658,35567,0,166036,170808
659,35369,0,33593,170808
660,37196,0,65893,170808
661,30047,0,33567,170808
662,31571,0,132733,170808
663,31230,0,37110,170808
664,35695,0,37121,170808
665,33815,0,132718,170808
666,35844,0,36676,170808
667,31388,0,36681,170808
668,31077,0,129858,170808
669,38488,0,36675,170808
670,35296,0,585,170808
671,30324,0,37216,170808
672,37141,0,37179,170808
673,34135,0,129825,170808
674,37968,0,65885,170808
675,34322,0,165861,170808
676,38226,0,33599,170808
677,35753,0,65457,170808
678,37617,0,129914,170808
679,38808,0,130151,170808
680,36537,0,130149,170808
681,33804,0,130086,170808
682,31105,0,36591,170808
683,33188,0,33650,170808
684,38642,0,65447,170808
685,30748,0,125232,170808
686,33712,0,130029,170808
687,30779,0,37165,170808
688,31209,0,130021,170808
689,30916,0,130157,170808
690,31788,0,65899,170808
691,36546,0,132733,170808
692,30287,0,160943,170808
693,34879,0,176338,170808
694,34556,0,37202,170808
695,37195,0,36705,170808
696,38655,0,37158,170808
697,37120,0,132664,170808
698,33055,0,129980,170808
699,34529,0,170816,170808
700,32421,0,36694,170808
701,37103,0,37266,170808
702,37695,0,582,170808
703,35942,0,37269,170808
704,33928,0,168769,170808
705,37381,0,36692,170808
706,33610,0,130043,170808
707,33589,0,38473,170808
708,32570,0,37141,170808
709,35962,0,125187,170808
710,30261,0,172146,170808
711,38515,0,130006,170808
712,32567,0,129930,170808
713,36021,0,132646,170808
714,35208,0,65917,170808
715,36643,0,130059,170808
716,38777,0,130130,170808
717,33356,0,176015,170808
718,35988,0,36649,170808
719,38641,0,132749,170808
720,36392,0,37240,170808
721,31932,0,130040,170808
722,30540,0,129269,170808
723,33199,0,33651,170808
724,36520,0,130151,170808
725,38364,0,130041,170808
726,33960,0,132642,170808
727,35165,0,37112,170808
728,32579,0,36625,170808
729,32613,0,65457,170808
730,37568,0,132747,170808
731,35780,0,2647,170808
732,36320,0,132702,170808
733,36183,0,37208,170808
734,38947,0,37135,170808
735,36114,0,65892,170808
736,33308,0,37080,170808
737,38377,0,36643,170808
738,35298,0,65898,170808
739,35607,0,37307,170808
740,33853,0,37330,170808
741,38463,0,65430,170808
742,34522,0,37085,170808
743,37277,0,33600,170808
744,30888,0,129871,170808
745,34824,0,132646,170808
746,36761,0,129275,170808
747,35437,0,37284,170808
748,33850,0,564,170808
749,34666,0,36619,170808
750,38399,0,117996,170808
751,34093,0,129831,170808
752,35401,0,129847,170808
753,35752,0,130063,170808
754,32604,0,132650,170808
755,38523,0,130060,170808
756,35266,0,168772,170808
757,36009,0,132725,170808
758,30323,0,130157,170808
759,36363,0,36652,170808
760,36910,0,37204,170808
761,35459,0,170812,170808
762,36279,0,560,170808
763,31962,0,172305,170808
764,33288,0,118010,170808
765,31539,0,132674,170808
766,38666,0,129938,170808
767,37076,0,37102,170808
768,33081,0,585,170808
769,36330,0,65438,170808
770,37827,0,129957,170808
771,37963,0,37102,170808
772,33392,0,65445,170808
773,38868,0,118019,170808
774,32495,0,130157,170808
775,32001,0,36707,170808
776,35308,0,37251,170808
777,30894,0,37158,170808
778,38372,0,571,170808
779,38787,0,129966,170808
780,38109,0,129904,170808
781,37835,0,65895,170808
782,32355,0,118014,170808
783,38267,0,37203,170808
784,36261,0,37171,170808
785,33616,0,37240,170808
786,35822,0,130011,170808
787,36687,0,65660,170808
788,37733,0,36677,170808
789,32986,0,16551,170808
790,36797,0,132644,170808
791,34818,0,129821,170808
792,31754,0,172304,170808
793,36301,0,129888,170808
794,30216,0,65443,170808
795,38160,0,168768,170808
796,38228,0,132697,170808
797,38077,0,132695,170808
798,35207,0,130140,170808
799,34186,0,130002,170808
800,35383,0,37174,170808
801,31513,0,132693,170808
802,32775,0,37143,170808
803,32151,0,129990,170808
804,33481,0,129979,170808
805,32391,0,129799,170808
806,37297,0,65884,170808
807,35447,0,129862,170808
808,35687,0,132671,170808
809,36251,0,37059,170808
810,36232,0,129998,170808
811,33695,0,170464,170808
812,33621,0,164258,170808
813,33363,0,125233,170808
814,36428,0,36603,170808
815,32244,0,128842,170808
816,35411,0,132734,170808
817,37514,0,36640,170808
818,36198,0,65428,170808
819,38075,0,129819,170808
820,37564,0,130023,170808
821,30562,0,33653,170808
822,30913,0,36687,170808
823,38760,0,129975,170808
824,30243,0,172509,170808
825,36319,0,33583,170808
826,35103,0,130077,170808
827,30426,0,37204,170808
828,35450,0,36680,170808
829,30126,0,36710,170808
830,35833,0,33617,170808
831,37892,0,125236,170808
832,38729,0,38503,170808
833,31416,0,65881,170808
834,30520,0,37063,170808
835,34537,0,129944,170808
836,36597,0,125356,170808
837,33365,0,33616,170808
838,33266,0,132690,170808
839,33993,0,176338,170808
840,35798,0,36706,170808
841,33606,0,65885,170808
842,38734,0,169937,170808
843,31680,0,37334,170808
844,35311,0,37335,170808
845,36931,0,37237,170808
846,36563,0,37126,170808
847,37577,0,558,170808
848,35456,0,36592,170808
849,30753,0,125358,170808
850,30548,0,37196,170808
851,30885,0,38489,170808
852,35332,0,33645,170808
853,33916,0,562,170808
854,31280,0,37135,170808
855,36361,0,33650,170808
856,33769,0,130010,170808
857,35069,0,130027,170808
858,32209,0,118018,170808
859,30229,0,132726,170808
860,34071,0,132652,170808
861,30004,0,129919,170808
862,37787,0,37152,170808
863,32726,0,130088,170808
864,31303,0,37306,170808
865,37582,0,125185,170808
866,32834,0,132710,170808
867,38982,0,130055,170808
868,30571,0,132658,170808
869,33132,0,132719,170808
870,37136,0,130046,170808
871,36285,0,37132,170808
872,33999,0,37109,170808
873,34579,0,8481,170808
874,38224,0,130013,170808
875,33848,0,38488,170808
876,36627,0,129988,170808
877,35568,0,132739,170808
878,33234,0,130056,170808
879,32387,0,37306,170808
880,38728,0,132673,170808
881,30056,0,130116,170808
882,35788,0,129978,170808
883,33317,0,37209,170808
884,38819,0,129911,170808
885,36663,0,132743,170808
886,30923,0,37199,170808
887,33858,0,166035,170808
888,32629,0,130052,170808
889,38568,0,65437,170808
890,38804,0,36710,170808
891,35612,0,159021,170808
892,31907,0,36617,170808
893,32434,0,36617,170808
894,31879,0,132740,170808
895,35914,0,37220,170808
896,37962,0,130108,170808
897,32622,0,128864,170808
898,33194,0,132674,170808
899,38479,0,36656,170808
900,30676,0,118001,170808
901,34654,0,129926,170808
902,33144,0,118015,170808
903,31653,0,132738,170808
904,34844,0,129975,170808
905,33240,0,38478,170808
906,37676,0,65925,170808
907,31139,0,37182,170808
908,37538,0,65454,170808
909,33146,0,38482,170808
910,33491,0,33632,170808
911,36173,0,129986,170808
912,38489,0,170760,170808
913,31244,0,172306,170808
914,33705,0,132712,170808
915,35958,0,132660,170808
916,34029,0,129992,170808
917,38565,0,37126,170808
918,30849,0,132658,170808
919,38976,0,130059,170808
920,37987,0,132655,170808
921,36044,0,129855,170808
922,36560,0,36605,170808
923,36559,0,33589,170808
924,30459,0,130130,170808
925,32493,0,128863,170808
926,37366,0,129866,170808
927,31208,0,36670,170808
928,38936,0,132737,170808
929,35960,0,129902,170808
930,34305,0,36655,170808
931,34773,0,132719,170808
932,30699,0,129849,170808
933,33315,0,37183,170808
934,37347,0,129924,170808
935,32367,0,129857,170808
936,30564,0,65894,170808
937,37631,0,37138,170808
938,35147,0,129881,170808
939,33553,0,128861,170808
940,31418,0,129986,170808
941,32190,0,129909,170808
942,38498,0,36672,170808
943,38427,0,132671,170808
944,37871,0,37099,170808
945,32165,0,164270,170808
946,32827,0,125214,170808
947,31313,0,37125,170808
948,31275,0,132716,170808
949,38502,0,129945,170808
950,32110,0,36669,170808
951,32475,0,129953,170808
952,37287,0,132656,170808
953,37699,0,65884,170808
954,31248,0,582,170808
955,37949,0,130143,170808
956,37331,0,37252,170808
957,34842,0,36697,170808
958,32460,0,129983,170808
959,32751,0,132700,170808
960,30851,0,37064,170808
961,36479,0,128858,170808
962,30929,0,37176,170808
963,35811,0,159023,170808
964,34976,0,130051,170808
965,31949,0,130117,170808
966,34103,0,36668,170808
967,35420,0,130142,170808
968,32431,0,37245,170808
969,30305,0,164260,170808
970,31166,0,129867,170808
971,34920,0,129901,170808
972,37562,0,130060,170808
973,31094,0,65445,170808
974,38210,0,159023,170808
975,34399,0,130003,170808
976,33149,0,149652,170808
977,34589,0,128864,170808
978,33310,0,130160,170808
979,37945,0,172509,170808
980,31843,0,37240,170808
981,31554,0,132766,170808
982,36745,0,36654,170808
983,34709,0,37305,170808
984,33985,0,130149,170808
985,32536,0,37238,170808
986,31734,0,33562,170808
987,38300,0,129800,170808
988,30473,0,130097,170808
989,35956,0,36703,170808
990,32029,0,36709,170808
991,31740,0,37221,170808
992,37324,0,130159,170808
993,36083,0,65454,170808
994,31462,0,118002,170808
995,37038,0,33655,170808
996,34640,0,33589,170808
997,36619,0,33650,170808
998,33608,0,33582,170808
999,38119,0,129848,170808
1000,31681,0,129896,170808
1001,37764,0,33648,170808
1002,33722,0,37236,170808
1003,38865,0,129979,170808
1004,33750,0,165875,170808
1005,32927,0,38482,170808
1006,38606,0,132682,170808
1007,37436,0,129273,170808
1008,35067,0,36668,170808
1009,37439,0,172314,170808
1010,31949,0,130118,170808
1011,34457,0,129273,170808
1012,35180,0,129935,170808
1013,31529,0,33590,170808
1014,34787,0,132642,170808
1015,34697,0,129872,170808
1016,32051,0,37327,170808
1017,33124,0,128858,170808
1018,37686,0,130105,170808
1019,32870,0,129881,170808
1020,36136,0,37061,170808
1021,32229,0,36673,170808
1022,34523,0,129977,170808
1023,31284,0,130039,170808
1024,31608,0,129831,170808
1025,30122,0,129793,170808
1026,31204,0,130020,170808
1027,35763,0,37161,170808
1028,36344,0,37153,170808
1029,36702,0,65881,170808
1030,32823,0,129845,170808
1031,37602,0,37058,170808
1032,38958,0,130150,170808
1033,30410,0,128864,170808
1034,32673,0,130076,170808
1035,38424,0,65446,170808
1036,38037,0,129930,170808
1037,35339,0,129884,170808
1038,38519,0,129950,170808
1039,35646,0,130087,170808
1040,30614,0,132739,170808
1041,38969,0,129892,170808
1042,31832,0,37120,170808
1043,34063,0,130035,170808
1044,36472,0,130102,170808
1045,37487,0,129877,170808
1046,38267,0,37178,170808
1047,34394,0,36672,170808
1048,36726,0,36669,170808
1049,37582,0,37247,170808
1050,30105,0,16550,170808
1051,31493,0,33583,170808
1052,31346,0,40634,170808
1053,37763,0,130025,170808
1054,34970,0,36692,170808
1055,33540,0,125182,170808
1056,35091,0,129997,170808
1057,37773,0,176338,170808
1058,38543,0,129790,170808
1059,37245,0,129968,170808
1060,37385,0,129875,170808
1061,33952,0,36667,170808
1062,30530,0,37259,170808
1063,34772,0,36587,170808
1064,34379,0,37245,170808
1065,32342,0,38489,170808
1066,32433,0,37216,170808
1067,35923,0,129997,170808
1068,34397,0,130143,170808
1069,35026,0,37174,170808
